Date,Open,High,Low,Close,Volume
2014-04-04,183.23,185.99,182.9,185.66,139419467
2014-04-07,185.66,188.9,183.15,186.38,47643743
2014-04-08,186.38,187.74,182.52,183.87,116912349
2014-04-09,183.87,187.77,181.49,185.37,67774128
2014-04-10,185.37,187.95,180.82,183.37,112724102
2014-04-11,183.37,187.83,180.36,184.8,145825929
2014-04-14,184.8,190.59,176.8,182.53,40199000
2014-04-15,182.53,183.8,181.7,182.97,152594253
2014-04-16,182.97,188.54,180.79,186.31,94269849
2014-04-17,186.31,189.61,182.24,185.52,137993964
2014-04-18,185.52,188.89,183.85,187.2,108865993
2014-04-21,187.2,191.2,180.88,184.83,50159779
2014-04-22,184.83,185.58,182.69,183.43,128704422
2014-04-23,183.43,188.56,178.34,183.47,69136846
2014-04-24,183.47,191.44,178.26,186.16,86761932
2014-04-25,186.16,187.9,183.38,185.11,139385461
2014-04-28,185.11,186.12,182.87,183.88,71832109
2014-04-29,183.88,189.39,179.92,185.4,49390533
2014-04-30,185.4,186.61,184.99,186.2,53041547
2014-05-01,186.2,187.18,182.85,183.82,72077841
2014-05-02,183.82,186.04,183.7,185.92,99861490
2014-05-05,185.92,187.08,183.21,184.36,141686064
2014-05-06,184.36,184.44,183.71,183.79,113232080
2014-05-07,183.79,184.6,182.03,182.83,51981100
2014-05-08,182.83,182.87,182.38,182.42,97410003
2014-05-09,182.42,190.61,181.17,189.31,46162556
2014-05-12,189.31,197.29,185.83,193.73,155022024
2014-05-13,193.73,200.64,189.56,196.41,42508402
2014-05-14,196.41,203.37,185.38,192.18,101560199
2014-05-15,192.18,200.32,186.07,194.14,158309695
2014-05-16,194.14,200.74,187.59,194.19,113332833
2014-05-19,194.19,198.56,192.6,196.94,118802338
2014-05-20,196.94,198.11,194.71,195.88,104723143
2014-05-21,195.88,197.02,194.27,195.41,120820082
2014-05-22,195.41,197.9,190.29,192.74,67138077
2014-05-23,192.74,194.04,189.48,190.76,143240264
2014-05-26,190.76,194.06,186.15,189.43,111771662
2014-05-27,189.43,193.2,185.59,189.36,128611012
2014-05-28,189.36,193.39,185.22,189.25,44949980
2014-05-29,189.25,191.59,184.65,186.96,131165879
2014-05-30,186.96,188.73,185.52,187.29,132795685
2014-06-02,187.29,191.36,184.62,188.67,50210614
2014-06-03,188.67,188.73,187.98,188.03,64426408
2014-06-04,188.03,191.81,186.82,190.58,112491258
2014-06-05,190.58,193.33,186.45,189.18,141594596
2014-06-06,189.18,193.15,186.16,190.12,158137509
2014-06-09,190.12,195.38,188.34,193.56,116837121
2014-06-10,193.56,194.13,190.58,191.14,134605084
2014-06-11,191.14,193.63,186.75,189.21,51834182
2014-06-12,189.21,189.72,187.68,188.18,63123115
2014-06-13,188.18,189.6,187.34,188.75,148889940
2014-06-16,188.75,191.61,184.87,187.71,68675138
2014-06-17,187.71,190.98,185.05,188.31,55856013
2014-06-18,188.31,192.29,183.99,187.96,63444667
2014-06-19,187.96,190.88,182.28,185.15,60161723
2014-06-20,185.15,186.01,180.63,181.46,59834871
2014-06-23,181.46,189.01,176.45,183.92,66483272
2014-06-24,183.92,185.37,182.21,183.66,143472674
2014-06-25,183.66,185.56,179.55,181.43,90483543
2014-06-26,181.43,183.5,179.1,181.17,106972800
2014-06-27,181.17,183.77,177.73,180.32,91699593
2014-06-30,180.32,184.13,177.78,181.57,100647319
2014-07-01,181.57,183.65,179.19,181.26,94172540
2014-07-02,181.26,187.17,175.18,181.09,45659092
2014-07-03,181.09,185.22,177.34,181.47,91794927
2014-07-04,181.47,183.57,180.69,182.78,143878502
2014-07-07,182.78,185.32,180.8,183.34,52265127
2014-07-08,183.34,184.91,182.71,184.28,90658388
2014-07-09,184.28,185.77,183.59,185.08,104102734
2014-07-10,185.08,186.28,184.14,185.34,144510063
2014-07-11,185.34,189.74,180.38,184.76,124574835
2014-07-14,184.76,189.53,183.42,188.16,111478003
2014-07-15,188.16,191.91,181.49,185.17,123245560
2014-07-16,185.17,189.71,181.72,186.24,103987931
2014-07-17,186.24,189.38,184.69,187.83,64763937
2014-07-18,187.83,191.74,182.47,186.36,79174764
2014-07-21,186.36,189.31,180.76,183.67,68384005
2014-07-22,183.67,185.22,183.13,184.68,58098217
2014-07-23,184.68,184.73,181.51,181.56,73175807
2014-07-24,181.56,181.92,180.81,181.17,158839843
2014-07-25,181.17,185.51,175.49,179.8,76254277
2014-07-28,179.8,185.66,176.75,182.57,88124642
2014-07-29,182.57,183.62,180.95,181.99,119230139
2014-07-30,181.99,182.81,181.4,182.21,109536220
2014-07-31,182.21,184.15,181.35,183.29,62717735
2014-08-01,183.29,187.82,181.54,186.04,126105447
2014-08-04,186.04,187.65,181.21,182.79,68158462
2014-08-05,182.79,183.09,182.72,183.02,122539165
2014-08-06,183.02,187.53,180.66,185.14,44793195
2014-08-07,185.14,188.83,177.55,181.16,110129800
2014-08-08,181.16,183.63,176.95,179.39,144259667
2014-08-11,179.39,187.98,176.23,184.72,130672881
2014-08-12,184.72,188.62,181.05,184.94,120452704
2014-08-13,184.94,188.33,181.58,184.96,121903410
2014-08-14,184.96,186.29,183.02,184.35,79065343
2014-08-15,184.35,184.78,184.34,184.77,103653614
2014-08-18,184.77,189.69,180.05,184.97,48200543
2014-08-19,184.97,187.43,184.62,187.08,105933255
2014-08-20,187.08,188.78,184.82,186.52,96135515
2014-08-21,186.52,190.91,184.7,189.07,46032839
2014-08-22,189.07,190.86,186.44,188.23,46389167
2014-08-25,188.23,192.35,184.42,188.54,116524068
2014-08-26,188.54,194.8,184.12,190.35,75867046
2014-08-27,190.35,200.65,183.92,194.09,154544236
2014-08-28,194.09,199.06,189.3,194.25,71011493
2014-08-29,194.25,196.58,192.23,194.55,79859314
2014-09-01,194.55,200.02,188.61,194.07,52578400
2014-09-02,194.07,197.78,187.55,191.21,51954039
2014-09-03,191.21,195.84,188.26,192.86,84365053
2014-09-04,192.86,194.83,189.36,191.32,63257965
2014-09-05,191.32,193.28,190.2,192.16,107119425
2014-09-08,192.16,194.85,189.66,192.35,46004577
2014-09-09,192.35,197.01,190.12,194.75,148796714
2014-09-10,194.75,196.65,191.98,193.87,80803437
2014-09-11,193.87,196.13,190.61,192.86,76785561
2014-09-12,192.86,193.78,189.12,190.03,42514275
2014-09-15,190.03,192.02,186.38,188.35,109522494
2014-09-16,188.35,189.13,187.62,188.4,134521136
2014-09-17,188.4,190.15,183.72,185.44,143111690
2014-09-18,185.44,187.77,185.03,187.36,75926422
2014-09-19,187.36,195.78,183.14,191.46,78328585
2014-09-22,191.46,193.77,187.17,189.45,105602513
2014-09-23,189.45,192.81,188.66,192.01,130261599
2014-09-24,192.01,193.23,189.38,190.59,120058401
2014-09-25,190.59,194.87,186.88,191.15,132165230
2014-09-26,191.15,194.18,188.06,191.08,58027371
2014-09-29,191.08,193.84,188.6,191.35,96957481
2014-09-30,191.35,191.41,189.42,189.48,137254923
2014-10-01,189.48,191.58,183.04,185.09,59556692
2014-10-02,185.09,190.08,180.85,185.81,126114791
2014-10-03,185.81,187.44,185.22,186.84,43550678
2014-10-06,186.84,189.69,183.68,186.53,94936924
2014-10-07,186.53,190.83,183.73,188.01,100185606
2014-10-08,188.01,193.43,185.23,190.61,70350283
2014-10-09,190.61,196.6,186.23,192.19,103116314
2014-10-10,192.19,198.06,187.99,193.83,63037101
2014-10-13,193.83,197.2,191.56,194.93,44414605
2014-10-14,194.93,196.76,191.61,193.43,52173647
2014-10-15,193.43,197.1,191.9,195.56,47641411
2014-10-16,195.56,198.68,193.56,196.68,95496074
2014-10-17,196.68,199.99,194.9,198.2,89511698
2014-10-20,198.2,198.6,194.6,194.99,126977836
2014-10-21,194.99,201.44,184.82,191.13,67572168
2014-10-22,191.13,197.97,183.36,190.16,155462765
2014-10-23,190.16,191.69,186.24,187.75,93414931
2014-10-24,187.75,190.48,186.98,189.7,97434522
2014-10-27,189.7,198.22,181.59,190.09,96066934
2014-10-28,190.09,197.2,183.63,190.72,40875255
2014-10-29,190.72,192.68,188.92,190.88,148117505
2014-10-30,190.88,195.49,185.14,189.72,126243956
2014-10-31,189.72,193.3,184.73,188.28,68118631
2014-11-03,188.28,192.38,186.31,190.39,49822265
2014-11-04,190.39,193.49,188.17,191.27,112199214
2014-11-05,191.27,191.42,188.86,189.01,110396997
2014-11-06,189.01,191.15,185.12,187.23,155720285
2014-11-07,187.23,190.96,184.04,187.75,116703911
2014-11-10,187.75,189.26,187.52,189.02,96547038
2014-11-11,189.02,193.85,186.92,191.72,128818502
2014-11-12,191.72,202.15,181.54,191.96,125390806
2014-11-13,191.96,194.95,189.33,192.31,132992146
2014-11-14,192.31,199.97,187.31,194.9,92764977
2014-11-17,194.9,199.55,187.45,192.02,48524672
2014-11-18,192.02,195.47,187.21,190.63,92048954
2014-11-19,190.63,193.41,186.8,189.56,92779661
2014-11-20,189.56,190.4,186.76,187.59,115090319
2014-11-21,187.59,187.72,187.58,187.7,152661958
2014-11-24,187.7,188.95,186.09,187.34,105814572
2014-11-25,187.34,192.39,180.37,185.37,67274641
2014-11-26,185.37,189.1,184.02,187.73,148770030
2014-11-27,187.73,189.2,186.95,188.42,144459126
2014-11-28,188.42,193.7,187.5,192.76,55498041
2014-12-01,192.76,195.07,190.94,193.25,55317569
2014-12-02,193.25,201.76,189.04,197.45,45395584
2014-12-03,197.45,202.08,194.69,199.3,95106792
2014-12-04,199.3,199.53,198.31,198.55,159906531
2014-12-05,198.55,202.38,194.84,198.67,129447472
2014-12-08,198.67,199.78,198.61,199.73,88337002
2014-12-09,199.73,201.56,198.2,200.03,80137605
2014-12-10,200.03,206.11,194.18,200.25,156526780
2014-12-11,200.25,203.35,198.95,202.04,112453251
2014-12-12,202.04,205.34,198.52,201.82,95367274
2014-12-15,201.82,202.46,200.22,200.85,62554638
2014-12-16,200.85,202.83,196.4,198.36,79264622
2014-12-17,198.36,201.64,196.57,199.84,79536805
2014-12-18,199.84,201.78,194.73,196.64,41428797
2014-12-19,196.64,203.72,193.29,200.31,88030501
2014-12-22,200.31,204.15,197.9,201.73,149332214
2014-12-23,201.73,204.1,199.69,202.06,138854416
2014-12-24,202.06,207.57,194.98,200.45,156193617
2014-12-25,200.45,205.11,195.53,200.19,102210753
2014-12-26,200.19,203.54,200.18,203.54,116947318
2014-12-29,203.54,207.54,202.34,206.32,124693122
2014-12-30,206.32,206.76,205.23,205.67,143341800
2014-12-31,205.67,206.56,204.05,204.93,51248229
2015-01-01,204.93,207.21,202.09,204.37,105587514
2015-01-02,204.37,207.57,201.32,204.52,95608037
2015-01-05,204.52,208.94,198.79,203.17,87536011
2015-01-06,203.17,207.11,199.97,203.9,52926481
2015-01-07,203.9,206.7,199.63,202.41,79567357
2015-01-08,202.41,203.69,201.94,203.21,150626052
2015-01-09,203.21,210.33,198.4,205.46,115034562
2015-01-12,205.46,210.24,197.68,202.39,80615251
2015-01-13,202.39,205.1,198.79,201.5,71769459
2015-01-14,201.5,206.47,194.24,199.15,40952019
2015-01-15,199.15,203.52,197.62,201.97,105052576
2015-01-16,201.97,214.82,192.04,204.75,78663225
2015-01-19,204.75,206.59,203.26,205.1,97217205
2015-01-20,205.1,205.63,203.63,204.16,138221854
2015-01-21,204.16,206.35,202.87,205.06,52307711
2015-01-22,205.06,210.85,201.87,207.62,138749817
2015-01-23,207.62,210.95,200.56,203.83,137713283
2015-01-26,203.83,207.56,203.12,206.84,99513539
2015-01-27,206.84,210.46,205.31,208.91,153281717
2015-01-28,208.91,210.93,206.8,208.81,75128222
2015-01-29,208.81,209.51,208.01,208.71,68010041
2015-01-30,208.71,217.82,200.8,209.87,155037828
2015-02-02,209.87,210.84,206.28,207.24,109047010
2015-02-03,207.24,214.28,203.75,210.72,64010184
2015-02-04,210.72,213.37,208.22,210.87,76574073
2015-02-05,210.87,212.49,206.35,207.95,95973471
2015-02-06,207.95,212.92,200.8,205.72,159767380
2015-02-09,205.72,211.7,198.15,204.08,157964098
2015-02-10,204.08,207.52,202.67,206.09,100390876
2015-02-11,206.09,208.95,205.57,208.42,133737736
2015-02-12,208.42,208.49,205.5,205.56,145107407
2015-02-13,205.56,211.83,200.15,206.4,56078971
2015-02-16,206.4,207.24,202.65,203.48,53941807
2015-02-17,203.48,213.21,196.34,205.98,144314354
2015-02-18,205.98,211.27,200.08,205.35,110722083
2015-02-19,205.35,207.28,204.26,206.18,58598693
2015-02-20,206.18,216.65,198.17,208.55,127579463
2015-02-23,208.55,214.15,203.87,209.45,60210564
2015-02-24,209.45,213.09,209.04,212.68,147631151
2015-02-25,212.68,218.22,209.24,214.74,54087603
2015-02-26,214.74,220.65,206.74,212.59,158201329
2015-02-27,212.59,214.56,209.88,211.84,90459113
2015-03-02,211.84,213.46,209.0,210.61,51053412
2015-03-03,210.61,212.76,207.13,209.27,128852600
2015-03-04,209.27,215.04,201.6,207.32,105327254
2015-03-05,207.32,210.58,202.48,205.71,114522973
2015-03-06,205.71,207.98,203.25,205.52,80094366
2015-03-09,205.52,211.41,203.27,209.12,127868909
2015-03-10,209.12,213.8,200.72,205.31,101250440
2015-03-11,205.31,205.93,204.92,205.54,154723938
2015-03-12,205.54,207.39,203.71,205.56,157051177
2015-03-13,205.56,210.89,200.56,205.88,120313619
2015-03-16,205.88,207.3,204.14,205.57,124409032
2015-03-17,205.57,207.84,203.35,205.63,148120088
2015-03-18,205.63,209.64,204.99,208.98,132659463
2015-03-19,208.98,218.33,205.02,214.27,53484435
2015-03-20,214.27,222.26,204.83,212.77,64626559
2015-03-23,212.77,216.63,206.95,210.78,152544958
2015-03-24,210.78,214.52,208.46,212.19,123774039
2015-03-25,212.19,216.23,204.86,208.85,88700931
2015-03-26,208.85,213.15,204.98,209.28,69831760
2015-03-27,209.28,220.95,200.25,211.81,94208345
2015-03-30,211.81,214.53,209.27,211.99,79698628
2015-03-31,211.99,213.51,210.3,211.82,109586864
2015-04-01,211.82,212.0,210.11,210.29,103403753
2015-04-02,210.29,215.94,206.37,211.99,134486832
2015-04-03,211.99,215.16,207.65,210.81,146364073
2015-04-06,210.81,214.86,208.39,212.42,107933709
2015-04-07,212.42,215.33,208.06,210.96,77091224
2015-04-08,210.96,215.07,205.06,209.14,105369927
2015-04-09,209.14,215.81,199.97,206.55,45544647
2015-04-10,206.55,209.44,199.98,202.82,109010023
2015-04-13,202.82,203.85,199.53,200.56,122834261
2015-04-14,200.56,203.59,195.82,198.83,136960299
2015-04-15,198.83,198.91,196.29,196.38,145643380
2015-04-16,196.38,197.33,193.98,194.92,90331701
2015-04-17,194.92,196.99,194.55,196.61,53489648
2015-04-20,196.61,198.18,196.05,197.62,87452779
2015-04-21,197.62,202.93,196.86,202.15,125920787
2015-04-22,202.15,206.1,199.36,203.29,159101474
2015-04-23,203.29,205.18,201.02,202.91,139935433
2015-04-24,202.91,211.05,200.57,208.64,86794615
2015-04-27,208.64,209.28,208.38,209.02,157796022
2015-04-28,209.02,213.77,207.61,212.34,154195037
2015-04-29,212.34,221.61,201.49,210.68,155997174
2015-04-30,210.68,213.35,207.1,209.75,110268661
2015-05-01,209.75,210.69,207.93,208.88,82057848
2015-05-04,208.88,212.14,207.3,210.55,46176595
2015-05-05,210.55,212.71,205.32,207.45,46621480
2015-05-06,207.45,208.9,207.43,208.88,60401732
2015-05-07,208.88,214.01,203.44,208.56,125530408
2015-05-08,208.56,212.95,205.13,209.5,61382564
2015-05-11,209.5,209.62,207.41,207.53,104355770
2015-05-12,207.53,212.05,204.82,209.31,75452457
2015-05-13,209.31,211.37,208.34,210.4,59836194
2015-05-14,210.4,211.72,210.03,211.35,63705471
2015-05-15,211.35,215.18,208.26,212.08,114505493
2015-05-18,212.08,213.94,207.78,209.62,60481794
2015-05-19,209.62,209.8,207.25,207.43,76457802
2015-05-20,207.43,208.37,206.06,207.0,128671081
2015-05-21,207.0,215.43,199.12,207.53,119832311
2015-05-22,207.53,209.19,204.12,205.76,92086193
2015-05-25,205.76,207.17,205.12,206.53,112612770
2015-05-26,206.53,213.57,198.81,205.83,57209698
2015-05-27,205.83,208.07,201.94,204.16,137690938
2015-05-28,204.16,209.12,200.79,205.71,103432009
2015-05-29,205.71,206.91,204.37,205.57,99381158
2015-06-01,205.57,207.56,203.18,205.17,87572661
2015-06-02,205.17,208.2,201.72,204.75,99427866
2015-06-03,204.75,207.23,199.59,202.03,148293110
2015-06-04,202.03,203.57,198.21,199.73,116025389
2015-06-05,199.73,208.06,191.45,199.78,118163389
2015-06-08,199.78,201.11,199.67,200.99,123441201
2015-06-09,200.99,201.64,200.52,201.17,115073597
2015-06-10,201.17,208.47,197.29,204.53,63361129
2015-06-11,204.53,209.31,199.21,203.98,100970627
2015-06-12,203.98,210.0,199.66,205.65,112257847
2015-06-15,205.65,206.03,204.53,204.91,63098806
2015-06-16,204.91,208.15,200.7,203.92,82443911
2015-06-17,203.92,206.21,201.68,203.97,155198488
2015-06-18,203.97,209.96,199.64,205.59,146087411
2015-06-19,205.59,215.91,199.39,209.59,89888535
2015-06-22,209.59,211.29,208.17,209.86,64277124
2015-06-23,209.86,212.79,206.93,209.86,73908343
2015-06-24,209.86,212.26,208.54,210.94,152632032
2015-06-25,210.94,214.21,206.92,210.19,72274567
2015-06-26,210.19,216.98,206.17,212.91,114010423
2015-06-29,212.91,220.63,209.04,216.7,117670473
2015-06-30,216.7,218.31,213.7,215.3,107870218
2015-07-01,215.3,222.11,208.77,215.58,55930210
2015-07-02,215.58,217.36,212.83,214.61,64106670
2015-07-03,214.61,216.25,212.53,214.17,133065341
2015-07-06,214.17,219.67,213.79,219.28,119002763
2015-07-07,219.28,220.72,216.61,218.05,127951523
2015-07-08,218.05,223.03,213.81,218.78,95372157
2015-07-09,218.78,220.31,215.3,216.81,50494402
2015-07-10,216.81,217.74,214.97,215.89,97749153
2015-07-13,215.89,228.4,208.7,221.03,92355790
2015-07-14,221.03,224.63,216.03,219.61,83243055
2015-07-15,219.61,223.96,214.85,219.2,73229558
2015-07-16,219.2,221.64,212.66,215.05,84338293
2015-07-17,215.05,220.73,206.45,212.05,44963988
2015-07-20,212.05,214.31,207.76,209.99,121588235
2015-07-21,209.99,213.16,209.05,212.21,116220954
2015-07-22,212.21,214.63,206.52,208.91,87915107
2015-07-23,208.91,213.81,202.19,207.05,149623314
2015-07-24,207.05,212.4,204.1,209.41,89055973
2015-07-27,209.41,215.63,206.8,212.97,43140241
2015-07-28,212.97,217.54,206.34,210.86,92882509
2015-07-29,210.86,211.7,209.36,210.21,89542148
2015-07-30,210.21,212.39,203.79,205.93,141817953
2015-07-31,205.93,215.07,199.8,208.85,78780769
2015-08-03,208.85,209.75,203.75,204.64,112777557
2015-08-04,204.64,206.14,201.89,203.38,139922335
2015-08-05,203.38,210.34,195.9,202.84,86458287
2015-08-06,202.84,204.61,200.69,202.46,62435541
2015-08-07,202.46,211.75,192.15,201.38,138586617
2015-08-10,201.38,205.9,197.0,201.51,69831420
2015-08-11,201.51,203.38,199.49,201.35,48681364
2015-08-12,201.35,203.89,195.86,198.36,72521864
2015-08-13,198.36,208.05,195.35,204.95,83814278
2015-08-14,204.95,210.94,199.92,205.89,106612948
2015-08-17,205.89,208.34,203.46,205.91,106618678
2015-08-18,205.91,211.71,203.62,209.38,67884138
2015-08-19,209.38,212.74,205.75,209.1,125727135
2015-08-20,209.1,209.87,206.23,207.0,51101741
2015-08-21,207.0,211.9,206.26,211.15,76812133
2015-08-24,211.15,217.6,206.49,212.9,77998485
2015-08-25,212.9,219.05,211.68,217.8,98553271
2015-08-26,217.8,222.57,210.9,215.62,83484858
2015-08-27,215.62,219.4,207.31,211.01,94705817
2015-08-28,211.01,213.98,209.67,212.63,133581254
2015-08-31,212.63,213.06,211.32,211.76,71907864
2015-09-01,211.76,213.86,211.4,213.51,105307377
2015-09-02,213.51,216.85,208.66,211.97,124322650
2015-09-03,211.97,216.44,208.36,212.81,155022434
2015-09-04,212.81,215.37,208.95,211.5,44036844
2015-09-07,211.5,220.17,207.91,216.5,158540904
2015-09-08,216.5,226.15,211.72,221.26,80963659
2015-09-09,221.26,221.51,220.72,220.97,97590217
2015-09-10,220.97,224.01,217.03,220.06,152914538
2015-09-11,220.06,220.07,216.17,216.18,63626179
2015-09-14,216.18,219.27,211.71,214.78,151021253
2015-09-15,214.78,218.87,208.23,212.27,129394870
2015-09-16,212.27,215.51,206.55,209.75,87973923
2015-09-17,209.75,216.06,209.03,215.33,150608166
2015-09-18,215.33,221.15,207.57,213.33,81520095
2015-09-21,213.33,216.27,210.06,212.99,56018529
2015-09-22,212.99,215.05,211.69,213.74,114986152
2015-09-23,213.74,218.63,213.47,218.36,50186150
2015-09-24,218.36,224.17,214.65,220.42,49562394
2015-09-25,220.42,221.5,216.8,217.87,72674406
2015-09-28,217.87,219.7,215.67,217.49,142703731
2015-09-29,217.49,228.76,210.18,221.32,156132296
2015-09-30,221.32,221.89,218.95,219.51,98064110
2015-10-01,219.51,222.52,218.92,221.92,42057969
2015-10-02,221.92,229.51,219.26,226.79,104984272
2015-10-05,226.79,227.16,224.8,225.17,130089826
2015-10-06,225.17,228.48,222.6,225.91,114884559
2015-10-07,225.91,228.85,220.19,223.09,145796242
2015-10-08,223.09,229.77,221.93,228.58,78374206
2015-10-09,228.58,236.6,223.07,231.03,83119663
2015-10-12,231.03,239.4,219.99,228.26,153463250
2015-10-13,228.26,234.7,224.22,230.62,43239852
2015-10-14,230.62,231.82,229.67,230.87,101775902
2015-10-15,230.87,235.8,227.53,232.44,89665424
2015-10-16,232.44,233.57,227.23,228.34,129062697
2015-10-19,228.34,228.78,225.83,226.26,77974503
2015-10-20,226.26,227.08,223.6,224.41,117090369
2015-10-21,224.41,228.32,222.03,225.92,158792795
2015-10-22,225.92,226.92,223.31,224.3,158698855
2015-10-23,224.3,231.7,216.36,223.74,146113166
2015-10-26,223.74,230.8,220.17,227.18,143796222
2015-10-27,227.18,235.64,219.59,228.03,105091335
2015-10-28,228.03,236.07,218.78,226.78,152242987
2015-10-29,226.78,229.45,223.19,225.84,61700849
2015-10-30,225.84,228.86,222.85,225.86,102673601
2015-11-02,225.86,228.02,224.48,226.63,94767665
2015-11-03,226.63,229.55,221.94,224.83,131192056
2015-11-04,224.83,226.66,222.08,223.89,58687420
2015-11-05,223.89,225.98,222.83,224.92,126832322
2015-11-06,224.92,235.51,217.34,227.83,78250218
2015-11-09,227.83,230.68,224.99,227.84,56003180
2015-11-10,227.84,231.05,226.1,229.3,139635874
2015-11-11,229.3,231.92,228.55,231.16,151812860
2015-11-12,231.16,233.04,230.46,232.34,41784812
2015-11-13,232.34,235.29,229.53,232.48,113757892
2015-11-16,232.48,234.28,229.17,230.96,62022091
2015-11-17,230.96,232.44,225.9,227.36,124156158
2015-11-18,227.36,228.96,224.55,226.14,152078131
2015-11-19,226.14,233.84,214.13,221.68,124963539
2015-11-20,221.68,229.93,216.88,225.06,45921684
2015-11-23,225.06,228.37,221.38,224.68,128295007
2015-11-24,224.68,225.57,224.12,225.01,67046156
2015-11-25,225.01,235.25,211.98,222.1,69526292
2015-11-26,222.1,228.03,216.31,222.24,56679111
2015-11-27,222.24,225.75,221.32,224.82,119243402
2015-11-30,224.82,229.8,221.93,226.89,88004434
2015-12-01,226.89,231.48,221.61,226.18,156210268
2015-12-02,226.18,230.23,224.29,228.32,157546678
2015-12-03,228.32,231.72,225.16,228.55,127938942
2015-12-04,228.55,233.6,220.51,225.49,93471348
2015-12-07,225.49,229.39,225.42,229.32,85640110
2015-12-08,229.32,231.01,225.16,226.83,99165344
2015-12-09,226.83,229.45,225.85,228.46,71913369
2015-12-10,228.46,231.03,227.89,230.45,58955908
2015-12-11,230.45,233.11,226.58,229.23,82337995
2015-12-14,229.23,230.79,228.21,229.77,159484851
2015-12-15,229.77,231.7,225.37,227.28,157040386
2015-12-16,227.28,228.9,226.74,228.36,136026102
2015-12-17,228.36,235.41,225.98,232.98,46786326
2015-12-18,232.98,234.5,224.14,225.61,42027099
2015-12-21,225.61,230.78,219.49,224.63,135793778
2015-12-22,224.63,227.2,220.69,223.25,51055196
2015-12-23,223.25,228.73,219.79,225.24,77466386
2015-12-24,225.24,231.59,218.11,224.45,142315554
2015-12-25,224.45,226.42,218.71,220.65,130998680
