Date,Open,High,Low,Close,Volume
2014-03-12,952.73,1039.65,835.71,919.61,1334106252
2014-03-13,919.61,998.24,860.38,937.84,2482225085
2014-03-14,937.84,977.89,923.95,963.62,2237781994
2014-03-15,963.62,1054.54,888.5,978.27,1095670623
2014-03-16,978.27,1081.59,908.73,1009.8,1072621656
2014-03-17,1009.8,1063.16,943.02,995.63,3783938633
2014-03-18,995.63,1058.52,953.27,1015.32,3384087956
2014-03-19,1015.32,1064.99,999.34,1048.48,2596837368
2014-03-20,1048.48,1185.11,944.36,1078.05,1504221340
2014-03-21,1078.05,1192.85,891.19,997.4,3949952361
2014-03-22,997.4,1033.49,978.14,1013.9,1231074760
2014-03-23,1013.9,1022.04,921.51,928.97,3475752194
2014-03-24,928.97,1013.1,861.25,944.27,2817939639
2014-03-25,944.27,977.99,884.66,917.42,1402363163
2014-03-26,917.42,938.21,901.79,922.49,2713447712
2014-03-27,922.49,944.67,902.88,925.0,3096232598
2014-03-28,925.0,1013.67,888.64,975.33,3800581984
2014-03-29,975.33,1060.36,867.76,950.64,2455775491
2014-03-30,950.64,999.37,870.84,917.89,1168935633
2014-03-31,917.89,1002.92,811.9,894.79,3517617057
2014-04-01,894.79,949.79,843.17,897.99,1802371596
2014-04-02,897.99,942.76,875.46,919.68,2501340698
2014-04-03,919.68,936.62,888.42,905.09,3100278159
2014-04-04,905.09,929.01,866.2,889.71,1585383033
2014-04-05,889.71,936.47,820.19,865.68,1109053503
2014-04-06,865.68,866.38,850.68,851.37,1176387352
2014-04-07,851.37,904.68,804.06,857.05,2278012187
2014-04-08,857.05,930.12,768.62,840.25,2096132289
2014-04-09,840.25,867.37,821.01,847.94,1888965224
2014-04-10,847.94,855.78,833.14,840.91,2492814334
2014-04-11,840.91,849.69,839.77,848.53,3144985947
2014-04-12,848.53,879.71,831.25,862.16,3832228878
2014-04-13,862.16,938.28,753.34,826.29,2628873424
2014-04-14,826.29,893.04,797.08,862.55,1084639962
2014-04-15,862.55,869.51,843.78,850.64,1508736111
2014-04-16,850.64,936.75,768.81,854.54,3858802848
2014-04-17,854.54,902.96,798.52,846.48,2782585981
2014-04-18,846.48,933.19,835.19,920.9,3279407268
2014-04-19,920.9,961.23,878.72,918.96,3462793292
2014-04-20,918.96,1014.29,875.68,968.67,2459701960
2014-04-21,968.67,1010.46,944.91,986.26,3804342649
2014-04-22,986.26,1001.76,909.5,924.02,1525932051
2014-04-23,924.02,989.47,919.84,985.01,3409762632
2014-04-24,985.01,988.1,935.95,938.9,2506180143
2014-04-25,938.9,953.39,924.76,939.25,3203406154
2014-04-26,939.25,972.27,893.35,925.91,1385034181
2014-04-27,925.91,952.5,894.65,921.1,2525750121
2014-04-28,921.1,984.59,876.41,939.04,1068418618
2014-04-29,939.04,1152.55,792.47,996.94,2273919147
2014-04-30,996.94,1057.22,898.5,956.32,2937903380
2014-05-01,956.32,1087.0,884.92,1011.48,2599895543
2014-05-02,1011.48,1058.83,930.86,976.57,3110493507
2014-05-03,976.57,1004.41,951.64,979.4,2610941502
2014-05-04,979.4,1005.72,963.49,989.65,1414439110
2014-05-05,989.65,1030.57,907.64,946.79,1105977451
2014-05-06,946.79,1011.26,834.65,895.65,3067703226
2014-05-07,895.65,900.5,869.09,873.82,3539078272
2014-05-08,873.82,1082.41,656.54,862.39,1417701010
2014-05-09,862.39,945.81,689.53,763.37,3834241302
2014-05-10,763.37,770.91,676.22,682.96,2699593132
2014-05-11,682.96,694.7,664.06,675.67,3486477983
2014-05-12,675.67,770.21,609.68,701.67,1745055483
2014-05-13,701.67,786.04,636.81,719.52,3518600117
2014-05-14,719.52,731.71,702.91,715.02,1542485938
2014-05-15,715.02,788.25,688.71,760.27,1576295382
2014-05-16,760.27,793.41,751.76,784.62,2600686023
2014-05-17,784.62,880.93,723.24,817.01,3459207543
2014-05-18,817.01,869.09,801.29,852.68,1672109884
2014-05-19,852.68,864.23,807.09,818.18,3663503971
2014-05-20,818.18,830.69,800.7,813.13,2009742261
2014-05-21,813.13,900.89,762.08,847.67,2946006542
2014-05-22,847.67,868.5,841.0,861.72,1075355208
2014-05-23,861.72,865.37,844.65,848.24,1695742752
2014-05-24,848.24,852.66,824.62,828.94,3134311955
2014-05-25,828.94,872.51,750.37,792.01,3239205099
2014-05-26,792.01,896.16,715.01,816.75,2622705420
2014-05-27,816.75,895.99,765.63,843.21,2824385756
2014-05-28,843.21,969.56,773.46,895.49,3441023023
2014-05-29,895.49,938.29,812.5,853.28,3469920922
2014-05-30,853.28,902.53,807.87,856.92,2931396005
2014-05-31,856.92,948.67,777.53,868.23,3133965040
2014-06-01,868.23,879.39,840.85,851.8,1677259576
2014-06-02,851.8,976.2,720.18,843.34,1858191449
2014-06-03,843.34,896.31,814.08,866.25,1518031672
2014-06-04,866.25,890.18,844.39,868.26,2591965821
2014-06-05,868.26,967.33,839.15,935.95,2193850739
2014-06-06,935.95,1070.99,840.89,972.24,3889238317
2014-06-07,972.24,1147.78,871.15,1039.68,3038879614
2014-06-08,1039.68,1048.24,953.11,961.02,1718878724
2014-06-09,961.02,1030.01,922.27,990.09,3117208454
2014-06-10,990.09,1023.22,978.69,1011.58,3223450771
2014-06-11,1011.58,1229.46,734.3,935.88,2363179290
2014-06-12,935.88,964.26,913.75,941.98,2160318746
2014-06-13,941.98,989.02,873.74,919.67,2610284759
2014-06-14,919.67,946.38,909.41,935.94,3951459796
2014-06-15,935.94,950.29,898.58,912.58,3289366290
2014-06-16,912.58,1004.26,773.2,859.56,2101221208
2014-06-17,859.56,939.16,830.5,908.44,3448444078
2014-06-18,908.44,1020.83,777.69,887.48,2458029609
2014-06-19,887.48,934.66,867.97,914.55,2654720348
2014-06-20,914.55,1027.06,874.29,983.76,1953510739
2014-06-21,983.76,1138.2,864.68,1015.3,2132568176
2014-06-22,1015.3,1072.94,962.1,1019.51,1119072197
2014-06-23,1019.51,1086.34,938.21,1004.03,2261865532
2014-06-24,1004.03,1052.68,908.47,954.74,1127788882
2014-06-25,954.74,984.3,933.1,962.49,1691353081
2014-06-26,962.49,979.35,946.81,963.65,3987887588
2014-06-27,963.65,1005.46,962.25,1004.0,1515414471
2014-06-28,1004.0,1157.3,920.48,1068.42,3923522652
2014-06-29,1068.42,1088.9,1011.17,1030.93,1236701640
2014-06-30,1030.93,1091.47,1009.08,1068.82,3522824545
2014-07-01,1068.82,1083.7,982.14,996.01,1196552622
2014-07-02,996.01,1014.91,959.2,977.75,3106393971
2014-07-03,977.75,1050.86,962.08,1034.29,1422176971
2014-07-04,1034.29,1114.7,978.54,1057.69,3049075366
2014-07-05,1057.69,1069.55,1028.03,1039.69,3004634943
2014-07-06,1039.69,1044.84,990.57,995.5,3081484291
2014-07-07,995.5,1018.96,925.1,947.43,3016911654
2014-07-08,947.43,1069.95,904.17,1023.23,3859374852
2014-07-09,1023.23,1053.58,1004.77,1034.91,2665916962
2014-07-10,1034.91,1066.55,933.76,963.2,2651588669
2014-07-11,963.2,1003.17,899.12,938.04,3513473245
2014-07-12,938.04,1031.39,890.08,981.22,3938627542
2014-07-13,981.22,1000.75,956.93,976.37,2444737956
2014-07-14,976.37,1034.06,880.32,935.6,1671135467
2014-07-15,935.6,1036.3,924.17,1023.79,3657477893
2014-07-16,1023.79,1130.07,890.75,993.93,3820711133
2014-07-17,993.93,1039.44,913.04,956.86,3475478000
2014-07-18,956.86,1141.97,880.37,1057.44,3385663928
2014-07-19,1057.44,1188.02,896.99,1023.35,3722662298
2014-07-20,1023.35,1071.62,949.08,996.06,1449335189
2014-07-21,996.06,1020.01,986.61,1010.43,2741654210
2014-07-22,1010.43,1030.3,995.02,1014.83,1353652282
2014-07-23,1014.83,1143.68,937.9,1063.1,2257316670
2014-07-24,1063.1,1081.77,1049.7,1068.3,2162906570
2014-07-25,1068.3,1123.72,1030.58,1085.39,1030532555
2014-07-26,1085.39,1142.07,1026.31,1082.85,2528245379
2014-07-27,1082.85,1120.83,1034.7,1072.31,2487985166
2014-07-28,1072.31,1085.45,1045.8,1058.78,3921341272
2014-07-29,1058.78,1105.95,972.28,1017.61,2536044369
2014-07-30,1017.61,1092.24,920.75,993.61,3549992040
2014-07-31,993.61,1035.56,966.13,1007.69,2823605203
2014-08-01,1007.69,1061.43,926.45,978.64,1357411927
2014-08-02,978.64,1097.75,811.63,924.09,1891932051
2014-08-03,924.09,997.28,884.37,956.18,3409518884
2014-08-04,956.18,999.05,895.98,938.04,2868760119
2014-08-05,938.04,1055.34,849.45,964.27,3058198373
2014-08-06,964.27,972.95,920.77,929.13,1316032638
2014-08-07,929.13,1004.79,882.13,956.41,1020791833
2014-08-08,956.41,994.35,902.2,939.47,2288549122
2014-08-09,939.47,941.17,907.17,908.82,2109120945
2014-08-10,908.82,988.81,829.22,909.19,3949585686
2014-08-11,909.19,917.95,868.67,877.13,2842472955
2014-08-12,877.13,933.37,831.14,886.87,1671241064
2014-08-13,886.87,924.26,859.33,896.42,1056500561
2014-08-14,896.42,949.79,857.66,910.42,2564900202
2014-08-15,910.42,1028.38,824.54,939.73,1306546263
2014-08-16,939.73,1011.72,929.24,1000.54,2087599804
2014-08-17,1000.54,1112.98,920.31,1030.36,2201185588
2014-08-18,1030.36,1038.48,988.31,996.17,2112143405
2014-08-19,996.17,1093.43,971.86,1067.39,2375224122
2014-08-20,1067.39,1093.28,1024.47,1049.94,3475040137
2014-08-21,1049.94,1071.58,1027.83,1049.47,2728556943
2014-08-22,1049.47,1172.57,1002.82,1122.66,1496531270
2014-08-23,1122.66,1185.88,1121.28,1184.43,1093080695
2014-08-24,1184.43,1206.48,1154.52,1176.43,3070302381
2014-08-25,1176.43,1197.25,1101.7,1121.55,1252467968
2014-08-26,1121.55,1144.73,1103.9,1127.0,3715799003
2014-08-27,1127.0,1215.12,1010.24,1095.92,3172783954
2014-08-28,1095.92,1117.07,1091.79,1112.87,2367129037
2014-08-29,1112.87,1177.63,1073.7,1137.59,1654016748
2014-08-30,1137.59,1264.03,996.19,1120.76,2834585812
2014-08-31,1120.76,1213.27,1080.98,1171.69,1962147703
2014-09-01,1171.69,1285.75,1078.91,1191.41,2862264569
2014-09-02,1191.41,1306.38,1111.38,1224.15,3853985094
2014-09-03,1224.15,1262.06,1162.88,1200.04,3558607592
2014-09-04,1200.04,1273.48,1124.21,1197.5,3059293035
2014-09-05,1197.5,1259.19,1189.41,1250.74,2701665096
2014-09-06,1250.74,1366.54,1102.44,1214.93,2656696484
2014-09-07,1214.93,1360.51,1086.15,1230.11,1094032079
2014-09-08,1230.11,1269.51,1190.39,1229.77,2451096198
2014-09-09,1229.77,1289.93,1080.28,1135.85,3509041313
2014-09-10,1135.85,1250.06,1033.32,1146.57,3565243131
2014-09-11,1146.57,1175.46,1041.79,1068.72,1517114825
2014-09-12,1068.72,1130.07,988.2,1048.38,1887733038
2014-09-13,1048.38,1084.05,954.41,988.02,1945549387
2014-09-14,988.02,1021.22,962.67,995.68,2853091394
2014-09-15,995.68,1003.62,961.03,968.76,2100978360
2014-09-16,968.76,973.7,946.79,951.65,3792911699
2014-09-17,951.65,1044.53,832.79,922.86,3401890590
2014-09-18,922.86,981.02,868.13,926.09,2599042062
2014-09-19,926.09,1044.11,832.35,948.13,1592241586
2014-09-20,948.13,974.81,868.53,893.68,3613121880
2014-09-21,893.68,961.76,772.18,835.86,1625583319
2014-09-22,835.86,865.21,835.11,864.44,2396266847
2014-09-23,864.44,874.5,847.06,857.04,1208087026
2014-09-24,857.04,947.13,806.99,894.87,2227989416
2014-09-25,894.87,992.27,812.92,909.03,2715680850
2014-09-26,909.03,932.64,904.75,928.27,1460547174
2014-09-27,928.27,1026.98,882.81,979.03,1924774648
2014-09-28,979.03,1037.31,884.18,940.15,3520359477
2014-09-29,940.15,1038.7,857.84,955.08,2131177212
2014-09-30,955.08,1012.14,902.58,959.4,2762724462
2014-10-01,959.4,1048.48,951.96,1040.42,3763353377
2014-10-02,1040.42,1125.4,989.88,1073.27,2644001535
2014-10-03,1073.27,1144.88,1034.45,1104.91,3200542371
2014-10-04,1104.91,1233.57,997.99,1124.73,3566900655
2014-10-05,1124.73,1143.26,1051.59,1069.21,2199508251
2014-10-06,1069.21,1162.83,960.07,1052.21,1537726791
2014-10-07,1052.21,1138.84,981.24,1066.88,2387103640
2014-10-08,1066.88,1204.48,912.15,1047.2,3377658037
2014-10-09,1047.2,1122.61,1004.61,1078.73,1303443131
2014-10-10,1078.73,1119.49,1077.83,1118.55,2281589666
2014-10-11,1118.55,1140.08,1086.87,1108.2,2484123132
2014-10-12,1108.2,1251.95,1077.65,1218.36,1362991877
2014-10-13,1218.36,1237.86,1174.69,1193.8,1674320422
2014-10-14,1193.8,1203.87,1120.88,1130.42,1255496221
2014-10-15,1130.42,1207.8,1023.49,1098.7,3191761564
2014-10-16,1098.7,1139.47,1093.61,1134.21,3771790467
2014-10-17,1134.21,1209.47,1031.18,1104.47,3878392781
2014-10-18,1104.47,1172.46,1069.19,1136.18,3850840738
2014-10-19,1136.18,1169.28,1112.26,1145.16,1864898965
2014-10-20,1145.16,1192.93,1034.64,1079.67,3661167169
2014-10-21,1079.67,1166.43,1045.32,1130.46,3050537749
2014-10-22,1130.46,1262.05,1112.68,1242.52,3600457141
2014-10-23,1242.52,1278.47,1226.34,1262.04,2204847659
2014-10-24,1262.04,1301.88,1249.62,1289.19,3335646963
2014-10-25,1289.19,1356.88,1218.54,1286.07,1288274931
2014-10-26,1286.07,1405.47,1259.52,1377.04,2702032501
2014-10-27,1377.04,1456.74,1251.91,1328.81,3539914473
2014-10-28,1328.81,1438.51,1284.75,1392.34,2596798534
2014-10-29,1392.34,1530.56,1340.4,1475.52,2026024289
2014-10-30,1475.52,1513.67,1302.66,1337.23,3599710430
2014-10-31,1337.23,1373.54,1257.22,1292.31,3992589502
2014-11-01,1292.31,1352.43,1252.53,1312.04,3651559075
2014-11-02,1312.04,1330.89,1257.68,1276.01,1474187483
2014-11-03,1276.01,1391.02,1169.35,1283.72,3683736295
2014-11-04,1283.72,1436.0,1180.17,1328.8,3468913236
2014-11-05,1328.8,1416.51,1194.75,1279.18,2749488436
2014-11-06,1279.18,1380.27,1218.88,1318.13,3278188748
2014-11-07,1318.13,1365.77,1298.57,1345.8,2699929855
2014-11-08,1345.8,1607.01,1188.25,1438.6,1027501232
2014-11-09,1438.6,1488.75,1292.29,1338.95,1586626601
2014-11-10,1338.95,1687.18,1157.8,1486.12,1476196018
2014-11-11,1486.12,1561.71,1311.73,1382.03,2446150929
2014-11-12,1382.03,1442.08,1377.13,1437.0,2758474318
2014-11-13,1437.0,1618.07,1292.63,1470.35,1135528576
2014-11-14,1470.35,1578.33,1405.68,1511.83,3267658599
2014-11-15,1511.83,1630.56,1366.63,1483.1,1237869580
2014-11-16,1483.1,1636.63,1402.03,1551.8,3862735799
2014-11-17,1551.8,1566.75,1506.75,1521.4,1569557085
2014-11-18,1521.4,1656.02,1245.81,1366.75,1240424104
2014-11-19,1366.75,1417.58,1359.41,1410.01,2532649561
2014-11-20,1410.01,1460.01,1311.63,1359.85,1343878595
2014-11-21,1359.85,1432.9,1284.82,1357.76,1133946207
2014-11-22,1357.76,1463.05,1279.23,1383.05,2746900604
2014-11-23,1383.05,1421.55,1331.98,1370.13,3660737066
2014-11-24,1370.13,1481.57,1320.18,1429.46,2307437289
2014-11-25,1429.46,1444.73,1361.87,1376.58,1158439342
2014-11-26,1376.58,1504.14,1177.93,1298.23,2427767735
2014-11-27,1298.23,1317.8,1235.4,1254.31,3832509800
2014-11-28,1254.31,1298.65,1198.01,1241.91,2913109372
2014-11-29,1241.91,1414.77,1108.95,1277.95,2217237215
2014-11-30,1277.95,1297.66,1185.3,1203.86,1539109389
2014-12-01,1203.86,1330.71,1175.36,1299.93,3499023040
2014-12-02,1299.93,1436.4,1244.92,1378.09,1415127961
2014-12-03,1378.09,1510.97,1222.9,1353.4,2265924143
2014-12-04,1353.4,1407.53,1309.54,1363.34,2740928210
2014-12-05,1363.34,1393.13,1341.34,1371.01,1365132623
2014-12-06,1371.01,1548.28,1299.57,1471.6,1702819719
2014-12-07,1471.6,1619.02,1249.29,1388.37,3186647059
2014-12-08,1388.37,1413.12,1288.68,1312.06,2339370934
2014-12-09,1312.06,1382.36,1182.45,1249.39,1418463425
2014-12-10,1249.39,1356.54,1094.2,1196.84,3547362097
2014-12-11,1196.84,1289.67,1007.94,1092.68,2249881598
2014-12-12,1092.68,1181.52,961.39,1046.47,3422291693
2014-12-13,1046.47,1174.98,967.02,1092.07,2283129362
2014-12-14,1092.07,1194.12,1014.62,1115.04,1664298697
2014-12-15,1115.04,1181.01,1098.17,1163.41,1390294072
2014-12-16,1163.41,1174.72,1148.94,1160.22,1409025761
2014-12-17,1160.22,1202.2,1150.41,1192.12,2619569339
2014-12-18,1192.12,1317.93,1152.03,1275.05,2025593366
2014-12-19,1275.05,1281.84,1187.2,1193.55,3707528112
2014-12-20,1193.55,1227.5,1149.31,1182.96,3054840542
2014-12-21,1182.96,1277.74,1146.01,1239.04,3034744751
2014-12-22,1239.04,1338.68,1064.39,1157.46,3545028651
2014-12-23,1157.46,1177.78,1128.43,1148.59,3122517524
2014-12-24,1148.59,1242.74,1028.68,1120.54,3440863549
2014-12-25,1120.54,1147.52,1115.48,1142.37,3043908452
2014-12-26,1142.37,1237.49,1138.94,1233.78,2184254465
2014-12-27,1233.78,1415.39,1103.7,1280.4,3849912193
2014-12-28,1280.4,1438.03,1202.87,1355.92,1302294806
2014-12-29,1355.92,1381.74,1267.52,1292.12,1205842714
2014-12-30,1292.12,1442.55,1110.4,1256.7,3726528163
2014-12-31,1256.7,1272.38,1223.2,1238.65,3420537698
2015-01-01,1238.65,1353.27,1205.57,1318.07,3574499042
2015-01-02,1318.07,1440.11,1148.97,1266.21,2932853802
2015-01-03,1266.21,1303.25,1206.81,1243.18,3913083915
2015-01-04,1243.18,1320.15,1158.75,1235.23,1300125280
2015-01-05,1235.23,1358.78,1146.36,1267.58,3421246452
2015-01-06,1267.58,1296.81,1204.51,1232.94,2689418605
2015-01-07,1232.94,1299.19,1191.56,1257.0,3777546493
2015-01-08,1257.0,1273.0,1188.93,1204.25,3342189793
2015-01-09,1204.25,1257.27,1145.58,1198.34,1199136325
2015-01-10,1198.34,1285.4,1142.9,1228.56,1473648931
2015-01-11,1228.56,1393.3,1101.42,1262.63,3063897930
2015-01-12,1262.63,1271.9,1215.84,1224.83,1872775848
2015-01-13,1224.83,1316.29,1168.26,1258.18,2134352432
2015-01-14,1258.18,1361.05,1114.09,1213.29,3620047689
2015-01-15,1213.29,1255.73,1127.08,1167.93,1690325286
2015-01-16,1167.93,1242.69,1070.18,1143.36,1121858814
2015-01-17,1143.36,1163.44,1121.24,1141.28,2192270393
2015-01-18,1141.28,1345.32,965.02,1165.33,3888133255
2015-01-19,1165.33,1191.27,1141.38,1167.27,3842840124
2015-01-20,1167.27,1281.34,1024.41,1135.36,3773427787
2015-01-21,1135.36,1306.95,1019.85,1186.26,3940734081
2015-01-22,1186.26,1241.25,1161.81,1216.19,2048753452
2015-01-23,1216.19,1247.41,1164.74,1195.43,1793482906
2015-01-24,1195.43,1295.7,1124.89,1223.5,2559693608
2015-01-25,1223.5,1255.92,1173.7,1205.64,1069898265
2015-01-26,1205.64,1229.51,1144.6,1167.73,2237421823
2015-01-27,1167.73,1209.77,1101.71,1142.86,3249909099
2015-01-28,1142.86,1165.8,1110.86,1133.61,2946132014
2015-01-29,1133.61,1244.31,1053.07,1161.76,2476030498
2015-01-30,1161.76,1236.07,1081.6,1155.5,1034238688
2015-01-31,1155.5,1198.97,1144.57,1187.74,2248766079
2015-02-01,1187.74,1217.87,1167.51,1197.49,2726886729
2015-02-02,1197.49,1264.1,1113.2,1178.78,1838474638
2015-02-03,1178.78,1289.35,1168.72,1278.44,3761623852
2015-02-04,1278.44,1304.25,1210.49,1235.42,3993008034
2015-02-05,1235.42,1300.59,1096.62,1157.69,2033724025
2015-02-06,1157.69,1207.7,1096.44,1145.94,1076038463
2015-02-07,1145.94,1241.11,1055.18,1150.03,2091117289
2015-02-08,1150.03,1214.75,1062.39,1125.75,3180987302
2015-02-09,1125.75,1135.58,1119.17,1128.98,2140856623
2015-02-10,1128.98,1194.42,985.3,1045.93,2471739876
2015-02-11,1045.93,1100.42,986.17,1040.38,2223219349
2015-02-12,1040.38,1064.92,958.67,981.83,1419931626
2015-02-13,981.83,1102.14,847.61,965.98,3284288248
2015-02-14,965.98,1026.27,931.55,990.95,1113732547
2015-02-15,990.95,1005.99,954.9,969.62,3882813845
2015-02-16,969.62,1039.9,916.01,985.41,2728008092
2015-02-17,985.41,1073.17,949.13,1035.07,1797572391
2015-02-18,1035.07,1075.59,1003.14,1043.41,3438570934
2015-02-19,1043.41,1055.92,1038.43,1050.91,3831858772
2015-02-20,1050.91,1169.25,976.1,1091.55,2317707997
2015-02-21,1091.55,1159.94,1008.5,1075.92,3026260061
2015-02-22,1075.92,1101.77,1050.41,1076.25,1592917038
2015-02-23,1076.25,1198.27,985.36,1104.95,1025677137
2015-02-24,1104.95,1123.64,1074.51,1092.99,1413377373
2015-02-25,1092.99,1115.08,1053.39,1075.12,2638975428
2015-02-26,1075.12,1081.45,1071.08,1077.4,3184687390
2015-02-27,1077.4,1224.51,929.64,1076.65,3250029540
2015-02-28,1076.65,1101.31,1074.67,1099.29,1868550182
2015-03-01,1099.29,1117.42,1046.62,1064.16,2359983092
2015-03-02,1064.16,1105.65,1050.7,1091.84,1914208949
2015-03-03,1091.84,1145.39,1062.79,1115.71,1111827593
2015-03-04,1115.71,1178.78,1114.77,1177.79,1881442184
2015-03-05,1177.79,1247.66,1040.69,1106.31,1871066251
2015-03-06,1106.31,1195.7,1033.44,1121.81,3185634957
2015-03-07,1121.81,1164.26,1121.09,1163.51,1977116477
2015-03-08,1163.51,1258.62,1016.07,1106.52,2706687765
2015-03-09,1106.52,1119.9,1104.6,1117.96,3199759790
2015-03-10,1117.96,1227.29,1053.12,1160.01,1979183497
2015-03-11,1160.01,1213.18,1068.08,1119.39,1800531921
2015-03-12,1119.39,1200.19,999.97,1077.77,3526682963
2015-03-13,1077.77,1099.78,1039.19,1060.85,3415065761
2015-03-14,1060.85,1240.89,861.37,1037.44,2770380863
2015-03-15,1037.44,1098.76,1016.89,1077.42,3124779429
2015-03-16,1077.42,1211.63,984.63,1115.55,3626221722
2015-03-17,1115.55,1200.06,1019.0,1102.52,2977404459
2015-03-18,1102.52,1131.27,1080.27,1108.9,3499852302
2015-03-19,1108.9,1134.07,1043.18,1067.41,1733253756
2015-03-20,1067.41,1086.82,1065.81,1085.19,3793489849
2015-03-21,1085.19,1162.47,1015.16,1092.0,2191512073
2015-03-22,1092.0,1102.19,1032.48,1042.2,1982116752
2015-03-23,1042.2,1064.95,993.11,1015.27,3722582242
2015-03-24,1015.27,1074.44,942.84,1001.19,2967708600
2015-03-25,1001.19,1115.77,867.16,979.23,2696603530
2015-03-26,979.23,981.34,974.57,976.68,3314848679
2015-03-27,976.68,1071.27,952.74,1045.64,3195650065
2015-03-28,1045.64,1066.0,1033.87,1054.14,2939185313
2015-03-29,1054.14,1266.24,983.67,1186.9,1120983208
2015-03-30,1186.9,1250.26,1089.06,1150.48,1775008066
2015-03-31,1150.48,1253.67,1045.85,1148.89,3271310868
2015-04-01,1148.89,1251.08,1120.13,1220.52,2902203804
2015-04-02,1220.52,1306.16,1075.51,1156.66,2547764526
2015-04-03,1156.66,1226.34,1076.33,1145.33,3300684976
2015-04-04,1145.33,1182.58,1116.8,1153.83,3063369929
2015-04-05,1153.83,1285.63,1070.52,1199.06,1170298504
2015-04-06,1199.06,1378.95,1093.95,1267.82,2384349912
